record_type,version,gen_date,model,desc,fcst_lead,fcst_valid,obs_lead,obs_valid,fcst_init,obs_init,mode,fcst_var,fcst_lev,obs_var,obs_lev,fcst_units,obs_units,fcst_thresh,obs_thresh,cov_thresh,alpha,line_type,total,fbias,fbar,obar,fbar_ncl,obar_ncl,fbar_tcl,obar_tcl,acc,mse,rmse,mse_ss,mae,me,cop,add,mul,sdbar,me2,anom_corr,me_tss,me_tss_acc,me_tss_rmse,source_file,valid,bias,hss,ets,mr,far,csi,gerrity,hss_ec,fy_oy,fy_on,fn_oy,fn_on
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_110000,000000,20260730_110000,20260729_230000,20260729_230000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt1,gt1,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_110000,,,,,,,,,576.0,180.0,269.0,8938.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_110000,000000,20260730_110000,20260729_230000,20260729_230000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt5,gt5,NA,0.05,CNT,10000.0,0.095,5.821,3.821,2.821,3.321,3.821,3.021,0.7286,14.603,3.821,0.5,3.057,0.475,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260730.stat,20260730_110000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_110000,000000,20260730_110000,20260729_230000,20260729_230000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt5,gt5,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_110000,0.048,0.45,0.3643,0.15,0.2,0.4643,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_110000,000000,20260730_110000,20260729_230000,20260729_230000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt5,gt5,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_110000,,,,,,,,,572.0,181.0,270.0,8936.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_110000,000000,20260730_110000,20260729_230000,20260729_230000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt10,gt10,NA,0.05,CNT,10000.0,0.095,5.821,3.821,2.821,3.321,3.821,3.021,0.7286,14.603,3.821,0.5,3.057,0.475,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260730.stat,20260730_110000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_110000,000000,20260730_110000,20260729_230000,20260729_230000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt10,gt10,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_110000,0.048,0.45,0.3393,0.15,0.2,0.4393,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_110000,000000,20260730_110000,20260729_230000,20260729_230000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt10,gt10,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_110000,,,,,,,,,567.0,183.0,272.0,8933.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_110000,000000,20260730_110000,20260729_230000,20260729_230000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt20,gt20,NA,0.05,CNT,10000.0,0.095,5.821,3.821,2.821,3.321,3.821,3.021,0.7286,14.603,3.821,0.5,3.057,0.475,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260730.stat,20260730_110000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_110000,000000,20260730_110000,20260729_230000,20260729_230000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt20,gt20,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_110000,0.048,0.45,0.2893,0.15,0.2,0.3893,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_110000,000000,20260730_110000,20260729_230000,20260729_230000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt20,gt20,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_110000,,,,,,,,,557.0,185.0,276.0,8928.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_110000,000000,20260730_110000,20260729_230000,20260729_230000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt50,gt50,NA,0.05,CNT,10000.0,0.095,5.821,3.821,2.821,3.321,3.821,3.021,0.7286,14.603,3.821,0.5,3.057,0.475,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260730.stat,20260730_110000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_110000,000000,20260730_110000,20260729_230000,20260729_230000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt50,gt50,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_110000,0.048,0.45,0.1393,0.15,0.2,0.2393,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_110000,000000,20260730_110000,20260729_230000,20260729_230000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt50,gt50,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_110000,,,,,,,,,527.0,193.0,288.0,8913.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_120000,000000,20260730_120000,20260730_000000,20260730_000000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt0.1,gt0.1,NA,0.05,CNT,10000.0,0.1,5.714,3.714,2.714,3.214,3.714,2.914,0.7357,13.796,3.714,0.5,2.971,0.5,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260730.stat,20260730_120000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_120000,000000,20260730_120000,20260730_000000,20260730_000000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt0.1,gt0.1,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_120000,0.05,0.45,0.3924,0.15,0.2,0.4924,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_120000,000000,20260730_120000,20260730_000000,20260730_000000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt0.1,gt0.1,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_120000,,,,,,,,,578.0,180.0,268.0,8939.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_120000,000000,20260730_120000,20260730_000000,20260730_000000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt1,gt1,NA,0.05,CNT,10000.0,0.1,5.714,3.714,2.714,3.214,3.714,2.914,0.7357,13.796,3.714,0.5,2.971,0.5,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260730.stat,20260730_120000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_120000,000000,20260730_120000,20260730_000000,20260730_000000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt1,gt1,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_120000,0.05,0.45,0.3879,0.15,0.2,0.4879,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_120000,000000,20260730_120000,20260730_000000,20260730_000000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt1,gt1,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_120000,,,,,,,,,577.0,180.0,268.0,8938.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_120000,000000,20260730_120000,20260730_000000,20260730_000000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt5,gt5,NA,0.05,CNT,10000.0,0.1,5.714,3.714,2.714,3.214,3.714,2.914,0.7357,13.796,3.714,0.5,2.971,0.5,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260730.stat,20260730_120000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_120000,000000,20260730_120000,20260730_000000,20260730_000000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt5,gt5,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_120000,0.05,0.45,0.3679,0.15,0.2,0.4679,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_120000,000000,20260730_120000,20260730_000000,20260730_000000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt5,gt5,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_120000,,,,,,,,,573.0,181.0,270.0,8936.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_120000,000000,20260730_120000,20260730_000000,20260730_000000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt10,gt10,NA,0.05,CNT,10000.0,0.1,5.714,3.714,2.714,3.214,3.714,2.914,0.7357,13.796,3.714,0.5,2.971,0.5,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260730.stat,20260730_120000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_120000,000000,20260730_120000,20260730_000000,20260730_000000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt10,gt10,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_120000,0.05,0.45,0.3429,0.15,0.2,0.4429,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_120000,000000,20260730_120000,20260730_000000,20260730_000000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt10,gt10,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_120000,,,,,,,,,568.0,182.0,272.0,8934.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_120000,000000,20260730_120000,20260730_000000,20260730_000000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt20,gt20,NA,0.05,CNT,10000.0,0.1,5.714,3.714,2.714,3.214,3.714,2.914,0.7357,13.796,3.714,0.5,2.971,0.5,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260730.stat,20260730_120000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_120000,000000,20260730_120000,20260730_000000,20260730_000000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt20,gt20,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_120000,0.05,0.45,0.2929,0.15,0.2,0.3929,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_120000,000000,20260730_120000,20260730_000000,20260730_000000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt20,gt20,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_120000,,,,,,,,,558.0,185.0,276.0,8929.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_120000,000000,20260730_120000,20260730_000000,20260730_000000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt50,gt50,NA,0.05,CNT,10000.0,0.1,5.714,3.714,2.714,3.214,3.714,2.914,0.7357,13.796,3.714,0.5,2.971,0.5,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260730.stat,20260730_120000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_120000,000000,20260730_120000,20260730_000000,20260730_000000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt50,gt50,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_120000,0.05,0.45,0.1429,0.15,0.2,0.2429,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_120000,000000,20260730_120000,20260730_000000,20260730_000000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt50,gt50,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_120000,,,,,,,,,528.0,192.0,288.0,8914.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_130000,000000,20260730_130000,20260730_010000,20260730_010000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt0.1,gt0.1,NA,0.05,CNT,10000.0,0.105,5.607,3.607,2.607,3.107,3.607,2.807,0.7429,13.011,3.607,0.5,2.886,0.525,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260730.stat,20260730_130000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_130000,000000,20260730_130000,20260730_010000,20260730_010000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt0.1,gt0.1,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_130000,0.053,0.45,0.3959,0.15,0.2,0.4959,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_130000,000000,20260730_130000,20260730_010000,20260730_010000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt0.1,gt0.1,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_130000,,,,,,,,,579.0,180.0,268.0,8939.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_130000,000000,20260730_130000,20260730_010000,20260730_010000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt1,gt1,NA,0.05,CNT,10000.0,0.105,5.607,3.607,2.607,3.107,3.607,2.807,0.7429,13.011,3.607,0.5,2.886,0.525,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260730.stat,20260730_130000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_130000,000000,20260730_130000,20260730_010000,20260730_010000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt1,gt1,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_130000,0.053,0.45,0.3914,0.15,0.2,0.4914,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_130000,000000,20260730_130000,20260730_010000,20260730_010000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt1,gt1,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_130000,,,,,,,,,578.0,180.0,268.0,8939.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_130000,000000,20260730_130000,20260730_010000,20260730_010000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt5,gt5,NA,0.05,CNT,10000.0,0.105,5.607,3.607,2.607,3.107,3.607,2.807,0.7429,13.011,3.607,0.5,2.886,0.525,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260730.stat,20260730_130000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_130000,000000,20260730_130000,20260730_010000,20260730_010000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt5,gt5,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_130000,0.053,0.45,0.3714,0.15,0.2,0.4714,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_130000,000000,20260730_130000,20260730_010000,20260730_010000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt5,gt5,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_130000,,,,,,,,,574.0,181.0,270.0,8937.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_130000,000000,20260730_130000,20260730_010000,20260730_010000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt10,gt10,NA,0.05,CNT,10000.0,0.105,5.607,3.607,2.607,3.107,3.607,2.807,0.7429,13.011,3.607,0.5,2.886,0.525,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260730.stat,20260730_130000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_130000,000000,20260730_130000,20260730_010000,20260730_010000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt10,gt10,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_130000,0.053,0.45,0.3464,0.15,0.2,0.4464,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_130000,000000,20260730_130000,20260730_010000,20260730_010000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt10,gt10,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_130000,,,,,,,,,569.0,182.0,272.0,8934.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_130000,000000,20260730_130000,20260730_010000,20260730_010000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt20,gt20,NA,0.05,CNT,10000.0,0.105,5.607,3.607,2.607,3.107,3.607,2.807,0.7429,13.011,3.607,0.5,2.886,0.525,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260730.stat,20260730_130000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_130000,000000,20260730_130000,20260730_010000,20260730_010000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt20,gt20,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_130000,0.053,0.45,0.2964,0.15,0.2,0.3964,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_130000,000000,20260730_130000,20260730_010000,20260730_010000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt20,gt20,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_130000,,,,,,,,,559.0,185.0,276.0,8929.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_130000,000000,20260730_130000,20260730_010000,20260730_010000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt50,gt50,NA,0.05,CNT,10000.0,0.105,5.607,3.607,2.607,3.107,3.607,2.807,0.7429,13.011,3.607,0.5,2.886,0.525,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260730.stat,20260730_130000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_130000,000000,20260730_130000,20260730_010000,20260730_010000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt50,gt50,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_130000,0.053,0.45,0.1464,0.15,0.2,0.2464,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_130000,000000,20260730_130000,20260730_010000,20260730_010000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt50,gt50,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_130000,,,,,,,,,529.0,192.0,288.0,8914.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_140000,000000,20260730_140000,20260730_020000,20260730_020000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt0.1,gt0.1,NA,0.05,CNT,10000.0,0.11,5.5,3.5,2.5,3.0,3.5,2.7,0.75,12.25,3.5,0.5,2.8,0.55,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260730.stat,20260730_140000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_140000,000000,20260730_140000,20260730_020000,20260730_020000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt0.1,gt0.1,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_140000,0.055,0.45,0.3995,0.15,0.2,0.4995,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_140000,000000,20260730_140000,20260730_020000,20260730_020000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt0.1,gt0.1,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_140000,,,,,,,,,579.0,180.0,268.0,8939.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_140000,000000,20260730_140000,20260730_020000,20260730_020000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt1,gt1,NA,0.05,CNT,10000.0,0.11,5.5,3.5,2.5,3.0,3.5,2.7,0.75,12.25,3.5,0.5,2.8,0.55,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260730.stat,20260730_140000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_140000,000000,20260730_140000,20260730_020000,20260730_020000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt1,gt1,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_140000,0.055,0.45,0.395,0.15,0.2,0.495,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_140000,000000,20260730_140000,20260730_020000,20260730_020000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt1,gt1,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_140000,,,,,,,,,579.0,180.0,268.0,8939.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_140000,000000,20260730_140000,20260730_020000,20260730_020000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt5,gt5,NA,0.05,CNT,10000.0,0.11,5.5,3.5,2.5,3.0,3.5,2.7,0.75,12.25,3.5,0.5,2.8,0.55,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260730.stat,20260730_140000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_140000,000000,20260730_140000,20260730_020000,20260730_020000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt5,gt5,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_140000,0.055,0.45,0.375,0.15,0.2,0.475,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_140000,000000,20260730_140000,20260730_020000,20260730_020000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt5,gt5,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_140000,,,,,,,,,575.0,181.0,270.0,8937.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_140000,000000,20260730_140000,20260730_020000,20260730_020000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt10,gt10,NA,0.05,CNT,10000.0,0.11,5.5,3.5,2.5,3.0,3.5,2.7,0.75,12.25,3.5,0.5,2.8,0.55,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260730.stat,20260730_140000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_140000,000000,20260730_140000,20260730_020000,20260730_020000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt10,gt10,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_140000,0.055,0.45,0.35,0.15,0.2,0.45,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_140000,000000,20260730_140000,20260730_020000,20260730_020000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt10,gt10,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_140000,,,,,,,,,570.0,182.0,272.0,8935.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_140000,000000,20260730_140000,20260730_020000,20260730_020000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt20,gt20,NA,0.05,CNT,10000.0,0.11,5.5,3.5,2.5,3.0,3.5,2.7,0.75,12.25,3.5,0.5,2.8,0.55,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260730.stat,20260730_140000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260730_140000,000000,20260730_140000,20260730_020000,20260730_020000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt20,gt20,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260730.stat,20260730_140000,0.055,0.45,0.3,0.15,0.2,0.4,0.3,0.4,,,,
